ID,Type,Name,Value,Priority
3412,L,Device_3412,164.88,2
3413,L,Device_3413,210.41,3
3414,L,Device_3414,200.57,3
3415,L,Device_3415,199.0,3
3416,L,Device_3416,228.16,3
3417,L,Device_3417,270.86,1
3418,L,,100,3
3419,L,Device_3419,199.37,1
3420,L,Device_3420,240.4,3
3421,L,Device_3421,127.3,1
3422,L,Device_3422,276.43,1
3423,L,Device_3423,202.05,3
3424,L,Device_3424,178.92,1
3425,L,Device_3425,180.88,3
3426,L,Device_3426,241.38,1
3427,L,Device_3427,190.97,1
3428,L,Device_3428,150.27,1
3429,S,Device_3429,1354.32,0
3430,L,Device_3430,152.54,3
3431,L,Device_3431,202.34,3
3432,L,Device_3432,212.65,1
3433,L,Device_3433,196.81,1
3434,L,Device_3434,200.83,3
3435,L,Device_3435,208.19,1
3436,L,Device_3436,302.26,2
3437,L,Device_3437,223.57,3
3438,L,Device_3438,,3
3439,L,Device_3439,161.61,1
3440,L,Device_3440,192.22,1
3441,L,Device_3441,116.34,1
3442,L,Device_3442,251.7,3
3443,L,Device_3443,211.96,3
3444,L,Device_3444,204.31,1
3445,L,Device_3445,121.38,3
3446,L,Device_3446,228.19,3
3447,L,Device_3447,137.83,3
3448,L,Device_3448,171.3,1
3449,L,Device_3449,138.0,3
3450,L,Device_3450,166.37,1
3451,L,Device_3451,197.15,1
3452,L,Device_3452,279.42,3
3453,L,Device_3453,121.78,1
3454,L,Device_3454,209.61,1
3455,L,Device_3455,237.35,1
3456,L,Device_3456,85.91,1
3457,L,Device_3457,109.97,1
3458,L,Device_3458,177.58,1
3459,S,Device_3459,1294.52,0
3460,L,Device_3460,220.12,1
3461,L,Device_3461,249.56,3
3462,L,Device_3462,147.2,3
3463,S,Device_3463,1324.04,0
3464,L,Device_3464,184.45,1
3465,S,Device_3465,1190.67,0
3466,L,Device_3466,178.3,2
3467,L,Device_3467,223.92,1
3468,L,Device_3468,190.1,1
3469,L,Device_3469,281.74,1
3470,L,Device_3470,227.59,3
3471,L,Device_3471,243.21,1
3472,L,Device_3472,174.37,2
3473,S,Device_3473,1325.51,0
3474,L,Device_3474,245.41,1
3475,L,Device_3475,161.76,3
3476,L,Device_3476,188.6,1
3477,L,Device_3477,117.31,1
3478,L,Device_3478,287.84,1
3479,L,Device_3479,199.58,1
3480,L,Device_3480,156.62,1
3481,L,Device_3481,233.61,1
3482,L,Device_3482,166.58,1
3483,L,Device_3483,202.41,3
3484,L,Device_3484,182.5,3
3485,L,Device_3485,172.85,3
3486,L,Device_3486,206.27,1
3487,L,Device_3487,226.4,3
3488,L,Device_3488,259.11,2
3489,L,Device_3489,154.61,1
3490,L,Device_3490,162.21,3
3491,L,Device_3491,196.15,1
3492,S,Device_3492,1296.65,0
3493,L,Device_3493,267.17,3
3494,L,Device_3494,211.85,3
3495,L,Device_3495,211.05,1
3496,L,Device_3496,235.34,1
3497,L,Device_3497,100,
3498,L,Device_3498,185.95,1
3499,L,Device_3499,116.6,1
3500,L,Device_3500,249.71,3
3501,L,Device_3501,173.91,3
3502,L,Device_3502,247.75,1
3503,S,Device_3503,1551.35,0
3504,L,Device_3504,197.51,1
3505,L,Device_3505,257.67,3
3506,L,Device_3506,194.96,3
3507,L,Device_3507,228.54,1
3508,L,Device_3508,166.37,1
3509,L,Device_3509,243.61,1
3510,L,Device_3510,100,
3511,S,Device_3511,1326.93,0
3512,L,Device_3512,194.71,1
3513,L,Device_3513,123.59,3
3514,L,Device_3514,206.59,3
3515,L,Device_3515,255.94,1
3516,L,Device_3516,154.75,3
3517,L,Device_3517,242.66,1
3518,L,Device_3518,200.86,1
3519,L,Device_3519,216.91,3
3520,L,Device_3520,,3
3521,L,Device_3521,114.51,1
3522,L,Device_3522,208.52,3
3523,L,Device_3523,143.08,3
3524,S,Device_3524,1605.56,0
3525,L,Device_3525,100,
3526,L,Device_3526,215.48,3
3527,L,Device_3527,287.43,3
3528,L,Device_3528,184.2,1
3529,L,Device_3529,159.89,1
3530,L,Device_3530,189.69,1
3531,S,Device_3531,1528.65,0
3532,L,Device_3532,245.32,3
3533,L,Device_3533,196.02,2
3534,L,Device_3534,214.14,1
3535,L,Device_3535,155.06,1
3536,L,Device_3536,252.43,3
3537,L,Device_3537,234.74,3
3538,L,Device_3538,200.82,1
3539,L,Device_3539,240.6,2
3540,L,Device_3540,279.56,1
3541,L,Device_3541,160.1,3
3542,L,Device_3542,256.17,1
3543,S,Device_3543,1473.83,0
3544,L,Device_3544,197.62,1
3545,L,Device_3545,237.33,2
3546,L,Device_3546,210.46,1
3547,L,Device_3547,143.47,1
3548,L,Device_3548,239.28,2
3549,L,Device_3549,216.85,3
3550,L,Device_3550,171.68,1
3551,L,Device_3551,100.82,3
3552,L,Device_3552,199.41,1
3553,L,Device_3553,255.52,1
3554,L,Device_3554,234.0,1
3555,L,Device_3555,343.39,1
3556,S,Device_3556,839.94,0
3557,L,Device_3557,146.87,3
3558,S,Device_3558,1823.25,0
3559,L,Device_3559,264.82,2
3560,L,Device_3560,182.63,3
3561,L,Device_3561,235.37,3
3562,L,Device_3562,160.68,3
3563,L,Device_3563,297.33,2
3564,L,Device_3564,152.78,3
3565,L,Device_3565,140.69,1
3566,S,Device_3566,1711.03,0
3567,S,Device_3567,1523.35,0
3568,L,Device_3568,108.51,1
3569,L,Device_3569,184.48,2
3570,L,Device_3570,225.84,1
3571,L,Device_3571,257.33,3
3572,L,Device_3572,149.5,3
3573,L,Device_3573,178.57,1
3574,L,Device_3574,278.36,1
3575,L,Device_3575,215.19,1
3576,L,Device_3576,247.4,1
3577,L,Device_3577,153.07,3
3578,L,Device_3578,163.92,1
3579,L,Device_3579,151.23,1
3580,L,Device_3580,156.31,1
3581,L,Device_3581,209.36,1
3582,L,Device_3582,268.37,1
3583,L,Device_3583,270.23,1
3584,L,Device_3584,224.79,1
3585,L,Device_3585,228.79,3
3586,L,Device_3586,209.18,3
3587,L,Device_3587,300.76,1
3588,L,Device_3588,155.4,1
3589,L,Device_3589,140.89,1
3590,L,Device_3590,173.01,1
3591,L,Device_3591,237.38,3
3592,L,Device_3592,258.7,1
3593,L,Device_3593,211.99,1
3594,L,Device_3594,151.59,3
3595,L,Device_3595,181.85,1
3596,L,Device_3596,,3
3597,L,Device_3597,183.62,1
3598,L,Device_3598,168.98,1
3599,L,Device_3599,180.73,3
3600,L,Device_3600,221.31,1
3601,L,Device_3601,164.06,1
3602,S,Device_3602,1549.28,0
3603,S,Device_3603,1356.86,0
3604,L,Device_3604,150.69,1
3605,L,Device_3605,248.23,3
3606,L,Device_3606,209.2,3
3607,L,Device_3607,193.91,1
3608,L,Device_3608,225.24,1
3609,L,Device_3609,217.31,3
3610,L,Device_3610,148.67,1
3611,L,Device_3611,235.79,3
3612,L,Device_3612,222.14,1
3613,L,Device_3613,309.85,1
3614,L,Device_3614,149.64,3
3615,L,Device_3615,226.72,1
3616,L,Device_3616,208.83,1
3617,L,Device_3617,164.62,2
3618,L,Device_3618,192.02,3
3619,S,Device_3619,1384.79,0
3620,L,Device_3620,156.05,1
3621,L,Device_3621,170.94,1
3622,L,Device_3622,122.84,1
3623,S,Device_3623,1495.33,0
3624,L,Device_3624,178.87,1
3625,L,Device_3625,151.07,3
3626,L,Device_3626,160.66,1
3627,L,Device_3627,217.93,3
3628,L,Device_3628,174.09,3
3629,L,Device_3629,181.26,1
3630,L,Device_3630,210.8,2
3631,L,Device_3631,101.4,1
3632,L,Device_3632,199.14,3
3633,L,Device_3633,130.73,1
3634,S,Device_3634,1519.98,0
3635,L,Device_3635,279.59,3
3636,L,Device_3636,235.33,3
3637,L,Device_3637,179.46,1
3638,L,Device_3638,167.88,2
3639,L,Device_3639,161.01,1
3640,L,Device_3640,189.83,1
3641,L,Device_3641,202.4,1
3642,L,Device_3642,272.27,2
3643,S,Device_3643,1392.26,0
3644,L,Device_3644,247.31,1
3645,L,Device_3645,142.89,1
3646,L,Device_3646,195.46,3
3647,L,Device_3647,100.15,1
3648,L,Device_3648,239.95,2
3649,L,Device_3649,197.51,1
3650,L,Device_3650,176.54,2
3651,L,Device_3651,244.04,3
3652,L,Device_3652,101.34,1
3653,L,Device_3653,243.32,3
3654,L,Device_3654,135.39,3
3655,L,Device_3655,252.98,2
3656,L,Device_3656,258.36,3
3657,L,Device_3657,225.36,3
3658,L,Device_3658,191.46,3
3659,L,Device_3659,207.58,1
3660,L,Device_3660,169.39,1
3661,L,Device_3661,217.46,1
3662,L,Device_3662,291.3,1
3663,S,Device_3663,1586.9,0
3664,L,Device_3664,139.08,3
3665,S,Device_3665,1267.07,0
3666,L,Device_3666,211.37,1
3667,L,Device_3667,93.6,1
3668,L,Device_3668,353.61,3
3669,L,Device_3669,213.14,3
3670,L,Device_3670,199.17,2
3671,L,Device_3671,200.5,2
3672,L,Device_3672,310.35,3
3673,L,Device_3673,239.69,3
3674,L,Device_3674,238.42,1
3675,L,Device_3675,288.83,1
3676,S,Device_3676,1485.49,0
3677,L,Device_3677,239.34,3
3678,L,Device_3678,167.62,3
3679,L,Device_3679,237.0,1
3680,L,Device_3680,217.87,1
3681,L,Device_3681,224.03,2
3682,L,Device_3682,267.56,2
3683,,Device_3683,100,3
3684,L,Device_3684,148.93,1
3685,L,Device_3685,265.17,3
3686,L,Device_3686,228.55,1
3687,L,Device_3687,201.31,3
3688,L,Device_3688,143.7,1
3689,L,Device_3689,210.45,1
3690,L,Device_3690,226.49,1
3691,L,Device_3691,191.81,1
3692,L,Device_3692,134.52,3
3693,L,Device_3693,227.24,1
3694,L,Device_3694,265.82,3
3695,L,Device_3695,214.27,3
3696,L,Device_3696,227.57,2
3697,L,Device_3697,165.54,3
3698,L,Device_3698,166.82,3
3699,L,Device_3699,182.9,1
3700,L,Device_3700,190.94,3
3701,L,Device_3701,140.67,1
3702,L,Device_3702,153.3,3
3703,L,Device_3703,209.98,3
3704,,Device_3704,100,3
3705,L,Device_3705,138.19,3
3706,L,Device_3706,145.52,1
3707,L,Device_3707,270.67,3
3708,L,Device_3708,245.6,3
3709,L,Device_3709,175.34,3
3710,L,Device_3710,223.72,1
3711,L,Device_3711,246.57,1
3712,L,Device_3712,218.95,1
3713,L,Device_3713,134.48,1
3714,L,Device_3714,229.47,2
3715,L,Device_3715,78.68,1
3716,L,Device_3716,227.32,3
3717,L,Device_3717,295.19,1
3718,L,Device_3718,134.96,3
3719,L,Device_3719,172.29,3
3720,L,Device_3720,248.28,3
3721,L,Device_3721,173.71,1
3722,L,Device_3722,178.03,3
3723,L,Device_3723,262.16,1
3724,L,Device_3724,99.4,1
3725,L,Device_3725,243.67,1
3726,L,Device_3726,195.17,3
3727,L,Device_3727,151.74,3
3728,L,Device_3728,272.77,1
3729,L,Device_3729,275.78,1
3730,S,Device_3730,1615.42,0
3731,L,Device_3731,194.92,1
3732,L,Device_3732,156.95,1
3733,L,Device_3733,240.71,2
3734,L,Device_3734,215.73,1
3735,L,Device_3735,192.35,3
3736,L,Device_3736,171.91,3
3737,L,Device_3737,261.38,3
3738,L,Device_3738,272.76,3
3739,L,Device_3739,147.48,2
3740,L,Device_3740,246.15,2
3741,L,Device_3741,137.32,2
3742,L,Device_3742,357.12,1
3743,L,Device_3743,122.36,3
3744,S,Device_3744,1595.17,0
3745,L,Device_3745,299.06,3
3746,L,Device_3746,171.87,1
3747,L,Device_3747,193.67,3
3748,L,Device_3748,297.23,1
3749,L,Device_3749,230.53,1
3750,L,Device_3750,145.8,3
3751,L,Device_3751,128.83,1
3752,L,Device_3752,225.06,3
3753,L,Device_3753,206.98,1
3754,L,Device_3754,162.21,1
3755,L,Device_3755,262.58,1
3756,L,Device_3756,148.25,3
3757,L,Device_3757,109.2,3
3758,L,Device_3758,222.41,1
3759,L,Device_3759,211.34,1
3760,L,Device_3760,112.81,1
3761,L,Device_3761,143.24,3
3762,L,Device_3762,186.53,1
3763,L,Device_3763,171.11,3
3764,L,Device_3764,166.56,1
3765,L,Device_3765,129.41,3
3766,L,Device_3766,193.97,1
3767,L,Device_3767,204.07,1
3768,L,Device_3768,171.53,3
3769,L,Device_3769,193.96,1
3770,L,Device_3770,258.19,1
3771,L,Device_3771,231.96,1
3772,L,Device_3772,190.52,1
3773,L,Device_3773,221.7,1
3774,L,Device_3774,183.49,3
3775,L,Device_3775,217.65,2
3776,L,Device_3776,236.95,1
3777,L,Device_3777,207.84,3
3778,L,Device_3778,309.36,1
3779,L,Device_3779,187.28,1
3780,L,Device_3780,184.29,3
3781,L,Device_3781,100,
3782,L,Device_3782,238.87,3
3783,L,Device_3783,135.39,3
3784,L,Device_3784,261.14,3
3785,L,Device_3785,60.41,1
3786,L,Device_3786,123.79,3
3787,L,Device_3787,270.48,1
3788,L,Device_3788,216.18,2
3789,L,Device_3789,108.74,1
3790,L,Device_3790,223.78,3
3791,L,Device_3791,220.95,1
3792,L,Device_3792,188.81,2
3793,L,Device_3793,178.93,2
3794,L,Device_3794,257.88,2
3795,L,Device_3795,208.78,3
3796,L,Device_3796,195.3,3
3797,L,Device_3797,153.53,3
3798,L,Device_3798,219.04,3
3799,L,Device_3799,286.43,1
3800,L,Device_3800,231.79,1
3801,L,Device_3801,229.74,1
3802,L,Device_3802,130.8,1
3803,L,Device_3803,269.19,1
3804,L,Device_3804,214.53,1
3805,L,Device_3805,179.19,1
3806,L,Device_3806,180.26,3
3807,L,Device_3807,169.45,1
3808,S,Device_3808,1344.13,0
3809,L,Device_3809,253.47,1
3810,L,Device_3810,197.07,3
3811,L,Device_3811,74.7,1
3812,L,Device_3812,132.76,1
3813,L,Device_3813,213.94,2
3814,L,Device_3814,139.17,3
3815,L,Device_3815,216.08,2
3816,,Device_3816,100,3
3817,L,Device_3817,178.83,1
3818,L,Device_3818,232.57,3
3819,L,Device_3819,249.61,1
3820,L,Device_3820,224.03,1
3821,L,Device_3821,192.2,1
3822,L,Device_3822,297.6,1
3823,L,Device_3823,273.55,1
3824,L,Device_3824,283.96,3
3825,L,Device_3825,226.57,1
3826,L,Device_3826,202.72,2
3827,L,Device_3827,224.73,3
3828,L,Device_3828,202.85,3
3829,L,Device_3829,224.25,1
3830,L,Device_3830,193.67,3
3831,L,Device_3831,270.7,3
3832,L,Device_3832,214.19,1
3833,L,Device_3833,192.09,1
3834,L,Device_3834,176.09,3
3835,S,Device_3835,1421.99,0
3836,L,Device_3836,211.19,1
3837,L,Device_3837,111.44,1
3838,L,Device_3838,267.66,1
3839,L,Device_3839,150.09,1
3840,L,Device_3840,81.62,3
3841,L,Device_3841,186.4,1
3842,L,Device_3842,221.06,2
3843,L,Device_3843,155.84,1
3844,L,Device_3844,234.65,1
3845,L,Device_3845,174.19,2
3846,L,Device_3846,245.92,3
3847,L,Device_3847,221.71,3
3848,L,Device_3848,269.0,3
3849,L,Device_3849,149.97,2
3850,L,Device_3850,188.9,2
3851,L,Device_3851,223.26,3
3852,L,Device_3852,246.12,1
3853,L,Device_3853,216.66,3
3854,L,Device_3854,169.38,2
3855,L,Device_3855,188.35,3
3856,L,Device_3856,145.79,1
3857,S,Device_3857,1031.86,0
3858,L,Device_3858,161.15,3
3859,L,Device_3859,175.68,1
3860,L,Device_3860,172.21,3
3861,L,Device_3861,238.9,2
3862,S,Device_3862,1304.95,0
3863,L,Device_3863,222.86,3
3864,L,Device_3864,204.08,3
3865,L,Device_3865,284.87,2
3866,L,Device_3866,144.08,3
3867,L,Device_3867,223.43,1
3868,L,Device_3868,188.09,1
3869,L,Device_3869,211.64,1
3870,L,Device_3870,291.33,1
3871,L,Device_3871,168.23,1
3872,L,Device_3872,212.17,1
3873,L,Device_3873,121.11,1
3874,L,Device_3874,233.38,1
3875,L,Device_3875,165.28,1
3876,L,Device_3876,169.77,1
3877,L,Device_3877,168.69,3
3878,L,Device_3878,211.66,1
3879,L,Device_3879,208.23,3
3880,L,Device_3880,187.27,3
3881,L,Device_3881,129.34,3
3882,L,Device_3882,192.74,1
3883,L,Device_3883,208.99,2
3884,S,Device_3884,1184.15,0
3885,L,Device_3885,212.37,2
3886,L,Device_3886,134.34,1
3887,L,Device_3887,254.96,3
3888,L,Device_3888,248.92,1
3889,L,Device_3889,179.73,1
3890,L,Device_3890,181.8,3
3891,L,Device_3891,267.03,1
3892,L,Device_3892,207.96,1
3893,L,Device_3893,141.48,3
3894,L,Device_3894,267.05,1
3895,L,Device_3895,145.01,1
3896,L,Device_3896,203.79,3
3897,L,Device_3897,216.39,3
3898,L,Device_3898,217.24,1
3899,L,Device_3899,205.08,3
3900,L,Device_3900,272.38,3
3901,L,Device_3901,396.25,1
3902,L,Device_3902,94.77,1
3903,L,Device_3903,195.25,2
3904,L,Device_3904,139.8,1
3905,L,Device_3905,205.65,1
3906,L,Device_3906,180.53,3
3907,L,Device_3907,216.63,2
3908,L,Device_3908,287.37,1
3909,L,Device_3909,203.17,2
3910,L,Device_3910,200.18,2
3911,L,Device_3911,169.83,1
3912,L,Device_3912,199.02,1
3913,L,Device_3913,254.79,1
3914,L,Device_3914,332.46,1
3915,L,Device_3915,237.05,1
3916,L,Device_3916,283.44,2
3917,L,Device_3917,152.7,1
3918,L,Device_3918,175.45,3
3919,L,Device_3919,191.09,1
3920,L,Device_3920,220.79,1
3921,L,Device_3921,249.21,1
3922,L,Device_3922,208.62,1
3923,L,Device_3923,184.57,1
3924,L,Device_3924,196.38,1
3925,L,Device_3925,169.67,3
3926,L,Device_3926,226.28,2
3927,L,Device_3927,223.93,1
3928,L,Device_3928,192.11,1
3929,L,Device_3929,258.04,1
3930,L,Device_3930,209.26,1
3931,L,Device_3931,273.95,1
3932,L,Device_3932,219.46,3
3933,L,Device_3933,129.26,3
3934,L,Device_3934,196.5,1
3935,S,Device_3935,1488.94,0
3936,L,Device_3936,193.09,1
3937,L,Device_3937,181.46,3
3938,,Device_3938,100,3
3939,L,Device_3939,140.16,1
3940,L,Device_3940,221.26,3
3941,L,Device_3941,211.75,1
3942,L,Device_3942,120.7,2
3943,L,Device_3943,81.66,3
3944,L,Device_3944,201.78,1
3945,L,Device_3945,153.57,3
3946,L,Device_3946,178.18,3
3947,L,Device_3947,220.59,3
3948,L,Device_3948,171.91,3
3949,L,Device_3949,329.21,3
3950,L,Device_3950,182.05,1
3951,L,Device_3951,162.35,2
3952,L,Device_3952,162.36,1
3953,L,Device_3953,204.21,3
3954,L,Device_3954,207.97,3
3955,L,Device_3955,164.4,3
3956,L,Device_3956,114.82,3
3957,L,Device_3957,112.78,1
3958,L,Device_3958,210.33,1
3959,L,Device_3959,258.65,3
3960,L,Device_3960,240.73,2
3961,L,Device_3961,162.42,3
3962,L,Device_3962,202.0,1
3963,L,Device_3963,242.39,1
3964,L,Device_3964,171.95,1
3965,L,Device_3965,252.78,3
3966,L,Device_3966,175.28,3
3967,L,Device_3967,186.98,3
3968,L,Device_3968,140.28,1
3969,L,Device_3969,249.26,3
3970,L,Device_3970,121.12,3
3971,L,Device_3971,203.67,1
3972,L,Device_3972,196.1,2
3973,L,Device_3973,209.9,1
3974,L,Device_3974,284.54,2
3975,L,Device_3975,180.36,3
3976,L,Device_3976,158.81,1
3977,L,Device_3977,174.93,3
3978,L,Device_3978,240.67,1
3979,L,Device_3979,208.43,1
3980,L,Device_3980,228.72,1
3981,L,Device_3981,201.81,1
3982,L,Device_3982,169.37,3
3983,L,Device_3983,238.53,3
3984,L,Device_3984,193.3,2
3985,L,Device_3985,97.73,1
3986,L,Device_3986,190.51,2
3987,L,Device_3987,216.68,2
3988,L,Device_3988,259.14,1
3989,S,Device_3989,1478.01,0
3990,L,Device_3990,222.6,3
3991,L,Device_3991,196.32,1
3992,L,Device_3992,257.82,1
3993,L,Device_3993,266.28,2
3994,L,Device_3994,288.33,1
3995,L,Device_3995,320.31,2
3996,L,Device_3996,198.24,1
3997,L,Device_3997,172.18,1
3998,L,Device_3998,143.82,1
3999,L,Device_3999,170.39,1
4000,S,Device_4000,1372.8,0
4001,L,Device_4001,138.71,3
4002,S,Device_4002,1533.61,0
4003,L,Device_4003,294.7,3
4004,L,Device_4004,241.26,1
4005,L,Device_4005,249.95,2
4006,L,Device_4006,124.36,3
4007,L,Device_4007,188.67,1
4008,L,Device_4008,169.57,3
4009,L,Device_4009,219.34,2
4010,L,Device_4010,240.47,3
4011,L,Device_4011,52.83,2
4012,L,Device_4012,83.87,1
4013,L,Device_4013,164.17,2
4014,L,Device_4014,143.64,3
4015,L,Device_4015,127.12,2
4016,L,Device_4016,157.0,3
4017,L,Device_4017,171.13,1
4018,L,Device_4018,189.6,1
4019,S,Device_4019,1762.73,0
4020,L,Device_4020,182.38,3
4021,L,Device_4021,180.16,1
4022,L,Device_4022,211.49,3
4023,L,Device_4023,208.07,3
4024,L,Device_4024,219.38,1
4025,L,Device_4025,216.84,1
4026,L,Device_4026,154.01,2
4027,L,Device_4027,68.43,3
4028,L,Device_4028,203.59,1
4029,L,Device_4029,301.97,1
4030,L,Device_4030,179.37,1
4031,L,Device_4031,186.66,3
4032,L,Device_4032,238.97,3
4033,L,Device_4033,225.77,1
4034,L,Device_4034,267.1,3
4035,L,Device_4035,118.46,3
4036,L,Device_4036,263.08,1
4037,L,Device_4037,238.12,1
4038,L,Device_4038,179.55,1
4039,L,Device_4039,236.41,3
4040,L,Device_4040,198.31,1
4041,L,Device_4041,217.33,3
4042,L,Device_4042,342.45,3
4043,L,Device_4043,122.11,1
4044,L,Device_4044,143.42,1
4045,L,Device_4045,168.06,3
4046,,Device_4046,100,3
4047,L,Device_4047,225.68,3
4048,L,Device_4048,160.92,3
4049,L,Device_4049,243.2,1
4050,S,Device_4050,1079.38,0
4051,L,Device_4051,274.88,1
4052,L,Device_4052,246.2,3
4053,L,Device_4053,138.49,1
4054,L,Device_4054,226.76,1
4055,L,Device_4055,218.38,3
4056,L,Device_4056,165.73,1
4057,L,Device_4057,205.47,1
4058,L,Device_4058,243.34,1
4059,L,Device_4059,148.11,1
4060,L,Device_4060,211.9,1
4061,L,Device_4061,250.32,1
4062,L,Device_4062,265.74,1
4063,L,Device_4063,196.77,3
4064,L,Device_4064,210.68,3
4065,L,Device_4065,223.77,1
4066,L,Device_4066,183.97,3
4067,L,Device_4067,183.61,1
4068,L,Device_4068,233.92,2
4069,L,Device_4069,141.94,1
4070,L,Device_4070,139.59,1
4071,L,Device_4071,140.26,2
4072,S,Device_4072,1119.43,0
4073,L,,100,3
4074,S,Device_4074,1494.98,0
4075,S,Device_4075,1286.22,0
4076,L,Device_4076,174.43,1
4077,L,Device_4077,218.96,1
4078,S,Device_4078,1183.04,0
4079,L,Device_4079,191.29,1
4080,L,Device_4080,127.16,1
4081,L,Device_4081,252.42,2
4082,L,Device_4082,213.78,1
4083,L,Device_4083,329.48,1
4084,L,Device_4084,206.59,1
4085,L,Device_4085,221.68,2
4086,L,Device_4086,230.18,2
4087,L,Device_4087,209.08,3
4088,L,Device_4088,183.83,3
4089,L,Device_4089,226.4,3
4090,L,Device_4090,245.12,1
4091,L,Device_4091,197.82,1
4092,L,Device_4092,243.12,1
4093,L,Device_4093,241.72,3
4094,L,Device_4094,285.45,1
4095,L,Device_4095,188.58,3
4096,L,Device_4096,188.58,2
4097,L,Device_4097,176.58,1
4098,L,Device_4098,276.32,3
4099,L,Device_4099,188.81,2
4100,S,Device_4100,1423.94,0
4101,L,Device_4101,201.19,3
4102,L,Device_4102,183.66,2
4103,L,Device_4103,245.56,2
4104,L,Device_4104,165.13,1
4105,L,Device_4105,148.69,3
4106,L,Device_4106,249.76,1
4107,L,Device_4107,169.74,3
4108,L,Device_4108,184.02,1
4109,L,Device_4109,159.49,3
4110,L,Device_4110,135.11,3
4111,L,Device_4111,214.43,1
4112,L,Device_4112,125.59,1
4113,L,Device_4113,270.25,3
4114,L,Device_4114,157.92,1
4115,L,Device_4115,244.43,1
4116,L,Device_4116,114.0,3
4117,L,Device_4117,153.18,3
4118,L,Device_4118,255.8,2
4119,L,Device_4119,214.69,1
4120,L,Device_4120,206.12,3
4121,L,Device_4121,177.52,1
4122,L,Device_4122,152.07,2
4123,L,Device_4123,170.34,2
4124,L,Device_4124,169.65,1
4125,L,Device_4125,147.99,1
4126,S,Device_4126,1420.85,0
4127,L,Device_4127,249.3,2
4128,L,Device_4128,197.86,1
4129,L,Device_4129,160.47,1
4130,L,Device_4130,100,
4131,L,Device_4131,253.0,1
4132,L,Device_4132,197.98,1
4133,L,Device_4133,256.18,1
4134,L,Device_4134,208.7,1
4135,L,Device_4135,123.96,3
4136,L,Device_4136,219.62,3
4137,L,Device_4137,98.81,2
4138,L,Device_4138,128.28,1
4139,L,Device_4139,187.51,3
4140,L,Device_4140,257.2,3
4141,L,Device_4141,210.83,3
4142,L,Device_4142,154.05,1
4143,L,Device_4143,167.9,1
4144,L,Device_4144,225.86,1
4145,L,Device_4145,219.87,1
4146,L,Device_4146,235.52,3
4147,L,Device_4147,285.23,1
4148,L,Device_4148,207.73,1
4149,L,Device_4149,122.94,3
4150,L,Device_4150,239.14,3
4151,L,Device_4151,218.16,1
4152,L,Device_4152,175.96,2
4153,L,Device_4153,116.25,1
4154,L,Device_4154,166.1,1
4155,L,Device_4155,190.34,1
4156,L,Device_4156,199.69,1
4157,L,Device_4157,258.74,3
4158,L,Device_4158,174.18,1
4159,L,Device_4159,254.89,1
4160,L,Device_4160,196.08,1
4161,L,Device_4161,197.4,1
4162,L,Device_4162,151.77,3
4163,L,Device_4163,142.21,2
4164,L,Device_4164,152.48,1
4165,L,Device_4165,172.62,1
4166,L,Device_4166,197.21,3
4167,L,Device_4167,240.31,1
4168,L,Device_4168,233.71,3
4169,L,Device_4169,207.15,1
4170,L,Device_4170,218.51,3
4171,L,Device_4171,176.52,3
4172,L,Device_4172,210.99,1
4173,L,Device_4173,284.45,1
4174,L,Device_4174,250.08,1
4175,L,Device_4175,173.48,1
4176,L,Device_4176,153.04,2
4177,L,Device_4177,145.53,3
4178,L,Device_4178,213.76,1
4179,S,Device_4179,1243.37,0
4180,L,Device_4180,233.87,1
4181,L,Device_4181,154.19,1
4182,L,Device_4182,200.55,1
4183,L,Device_4183,163.35,1
4184,L,Device_4184,189.03,1
4185,L,Device_4185,215.48,3
4186,L,Device_4186,126.85,1
4187,L,Device_4187,175.86,3
4188,L,Device_4188,288.16,1
4189,L,Device_4189,190.26,3
4190,L,Device_4190,182.43,1
4191,L,Device_4191,222.11,3
4192,L,Device_4192,173.47,3
4193,L,Device_4193,199.01,1
4194,L,Device_4194,319.26,2
4195,L,Device_4195,116.5,2
4196,L,Device_4196,158.6,1
4197,L,Device_4197,206.22,1
4198,L,Device_4198,283.8,1
4199,L,Device_4199,220.63,1
4200,L,Device_4200,229.7,1
4201,L,Device_4201,66.76,2
4202,L,Device_4202,197.36,3
4203,L,Device_4203,191.04,3
4204,L,Device_4204,300.53,3
4205,L,Device_4205,231.52,3
4206,L,Device_4206,186.93,1
4207,L,Device_4207,240.86,1
4208,L,Device_4208,180.72,2
4209,L,Device_4209,122.28,1
4210,L,Device_4210,333.34,1
4211,L,Device_4211,207.28,1
4212,L,Device_4212,322.52,1
4213,L,Device_4213,184.13,3
4214,L,Device_4214,189.4,1
4215,L,Device_4215,151.83,1
4216,L,Device_4216,222.39,1
4217,L,Device_4217,107.24,3
4218,L,Device_4218,232.82,1
4219,L,Device_4219,220.88,1
4220,L,Device_4220,252.15,1
4221,L,Device_4221,268.51,1
4222,L,Device_4222,183.94,1
4223,L,Device_4223,205.57,1
4224,L,Device_4224,209.59,1
4225,L,Device_4225,244.56,1
4226,L,Device_4226,167.37,3
4227,L,Device_4227,190.42,1
4228,L,Device_4228,201.31,1
4229,L,Device_4229,300.41,1
4230,L,Device_4230,177.46,1
4231,L,Device_4231,199.2,1
4232,L,Device_4232,125.08,2
4233,L,Device_4233,232.24,1
4234,L,Device_4234,234.63,2
